Stats_ID,Player_Name,Player_ID,Team_ID,Competition_ID,Matches_Index,Conditional_Index,Goal_Involvement_Index,Passing_Index,Technical_Skills_Index,Offensive_Index,Defensive_Index,Performance_Index,xPerformance_Index,Scouting_Index
214,Andreas Schjelderup,16,16,25,76.0,30.0,90.0,83.0,75.0,77.0,70.0,75.0,85.0,90.0
215,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
216,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
217,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
218,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
219,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
220,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
221,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
222,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
223,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
224,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
225,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
226,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
227,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
228,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
229,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
230,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
231,Ayyoub Bouadi,33,33,27,68.0,68.0,90.0,78.0,57.0,51.0,50.0,50.0,60.0,60.0
232,Arda Güler,34,34,24,60.0,53.0,95.0,95.0,70.0,94.0,73.0,60.0,75.0,70.0
233,Bart Verbruggen ,35,35,19,99.0,100.0,85.0,87.0,77.0,73.0,70.0,76.0,87.0,90.0
234,Bastien Meupiyou,36,36,27,90.0,77.0,95.0,75.0,60.0,85.0,80.0,50.0,70.0,70.0
235,Benjamin Sesko ,37,37,18,65.0,50.0,95.0,70.0,85.0,88.0,75.0,85.0,90.0,100.0
236,Benjamin Tahirovic,38,38,28,60.0,50.0,90.0,90.0,70.0,81.0,70.0,66.0,75.0,80.0
237,Bilal El Khannouss,39,39,22,80.0,40.0,65.0,85.0,75.0,65.0,70.0,75.0,80.0,90.0
238,Billy Gilmour ,40,40,19,80.0,60.0,65.0,87.0,76.0,70.0,75.0,75.0,81.0,90.0
239,Bobby Clark,41,41,19,80.0,65.0,99.0,76.0,60.0,90.0,70.0,50.0,70.0,70.0
240,Bradley Barcola,42,42,27,70.0,50.0,75.0,95.0,80.0,65.0,70.0,76.0,85.0,90.0
241,Bradley Locko,43,43,27,60.0,55.0,50.0,75.0,75.0,56.0,80.0,73.0,80.0,90.0
242,Brajan Gruda,44,44,18,66.0,50.0,90.0,80.0,75.0,90.0,77.0,70.0,80.0,80.0
243,Brandan Craig,45,45,26,92.0,83.0,60.0,77.0,55.0,50.0,70.0,50.0,65.0,60.0
244,Brian Brobbey,46,46,28,65.0,50.0,95.0,65.0,80.0,87.0,60.0,80.0,85.0,90.0
245,Brian Gutiérrez,47,47,26,70.0,60.0,70.0,75.0,70.0,65.0,65.0,70.0,80.0,90.0
246,Bukayo Saka,48,48,19,83.0,70.0,85.0,77.0,90.0,85.0,76.0,94.0,95.0,100.0
247,Cade Cowell,49,49,30,55.0,40.0,60.0,59.0,70.0,65.0,67.0,70.0,80.0,80.0
248,Can Uzun,50,50,29,80.0,76.0,90.0,70.0,70.0,86.0,65.0,65.0,80.0,70.0
249,Carlos Alcaraz ,51,51,21,56.0,30.0,85.0,65.0,70.0,70.0,71.0,70.0,77.0,80.0
250,Carlos Forbs,52,52,28,66.0,40.0,90.0,72.0,65.0,85.0,70.0,60.0,75.0,70.0
251,Castello Lukeba,53,53,18,87.0,88.0,70.0,75.0,80.0,65.0,75.0,80.0,85.0,90.0
252,Cavan Sullivan,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0
253,Chaka Traorè,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0
254,Charles de Ketelaere ,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0
255,Chido Obi,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0
256,Christos Tzolis,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0
257,Claudio Echeverri ,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0
258,Cole Palmer ,60,60,19,70.0,83.0,98.0,81.0,87.0,85.0,73.0,89.0,91.0,100.0
259,Conor Bradley ,61,61,19,83.0,50.0,80.0,75.0,75.0,83.0,81.0,73.0,85.0,90.0
260,Couhaib Driouech,62,62,28,68.0,50.0,75.0,77.0,65.0,75.0,74.0,65.0,71.0,70.0
261,Cristhian Mosquera,63,63,24,78.0,60.0,40.0,65.0,76.0,30.0,70.0,75.0,86.0,90.0
262,Crysencio Summerville,64,64,19,80.0,60.0,70.0,82.0,80.0,61.0,71.0,77.0,82.0,90.0
263,Daan Huijsen,65,65,21,87.0,80.0,90.0,82.0,66.0,88.0,72.0,60.0,77.0,70.0
264,Daniel Maldini,66,66,21,60.0,50.0,90.0,65.0,65.0,80.0,74.0,60.0,70.0,70.0
265,Abdul Issahaku Fatawu ,1,1,17,77.0,69.0,52.0,78.0,71.0,76.0,83.0,70.0,79.0,80.0
266,Adam Hložek ,2,2,18,72.0,53.0,70.0,82.0,72.0,70.0,71.0,78.0,80.0,90.0
267,Adam Wharton,3,3,19,77.0,87.0,65.0,76.0,71.0,85.0,77.0,71.0,82.0,90.0
268,Adrion Pajaziti,4,4,19,88.0,53.0,90.0,70.0,55.0,82.0,79.0,56.0,68.0,70.0
269,Agustín Ruberto ,5,5,20,62.0,56.0,85.0,55.0,62.0,39.0,40.0,57.0,60.0,50.0
270,Alan Matturro,6,6,21,83.0,88.0,60.0,67.0,60.0,70.0,70.0,55.0,71.0,70.0
271,Alan Minda,7,7,22,50.0,30.0,70.0,81.0,72.0,60.0,65.0,70.0,80.0,80.0
272,Alan Varela,8,8,23,81.0,61.0,45.0,75.0,80.0,56.0,70.0,80.0,85.0,90.0
273,Alberto Moleiro,9,9,24,70.0,30.0,50.0,70.0,71.0,60.0,65.0,71.0,80.0,90.0
274,Alejandro Garnacho,10,10,19,65.0,40.0,75.0,72.0,81.0,80.0,80.0,81.0,94.0,100.0
275,Alemão João Victor,11,11,23,84.0,68.0,90.0,65.0,65.0,55.0,75.0,57.0,70.0,70.0
276,Alex Baena,12,12,24,74.0,31.0,80.0,83.0,81.0,76.0,55.0,81.0,86.0,100.0
277,Álex Jiménez,13,13,21,71.0,47.0,65.0,76.0,55.0,60.0,71.0,50.0,70.0,60.0
278,Alex Scott ,14,14,19,82.0,45.0,60.0,70.0,73.0,66.0,68.0,70.0,80.0,90.0
279,Anatoliy Trubin ,15,15,23,99.0,100.0,95.0,71.0,80.0,66.0,70.0,80.0,88.0,90.0
280,Andreas Schjelderup,16,16,25,76.0,30.0,90.0,83.0,75.0,77.0,70.0,75.0,85.0,90.0
281,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
282,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
283,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
284,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
285,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
286,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
287,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
288,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
289,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
290,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
291,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
292,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
293,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
294,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
295,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
296,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
297,Ayyoub Bouadi,33,33,27,68.0,68.0,90.0,78.0,57.0,51.0,50.0,50.0,60.0,60.0
298,Arda Güler,34,34,24,60.0,53.0,95.0,95.0,70.0,94.0,73.0,60.0,75.0,70.0
299,Bart Verbruggen ,35,35,19,99.0,100.0,85.0,87.0,77.0,73.0,70.0,76.0,87.0,90.0
300,Bastien Meupiyou,36,36,27,90.0,77.0,95.0,75.0,60.0,85.0,80.0,50.0,70.0,70.0
301,Benjamin Sesko ,37,37,18,65.0,50.0,95.0,70.0,85.0,88.0,75.0,85.0,90.0,100.0
302,Benjamin Tahirovic,38,38,28,60.0,50.0,90.0,90.0,70.0,81.0,70.0,66.0,75.0,80.0
303,Bilal El Khannouss,39,39,22,80.0,40.0,65.0,85.0,75.0,65.0,70.0,75.0,80.0,90.0
304,Billy Gilmour ,40,40,19,80.0,60.0,65.0,87.0,76.0,70.0,75.0,75.0,81.0,90.0
305,Bobby Clark,41,41,19,80.0,65.0,99.0,76.0,60.0,90.0,70.0,50.0,70.0,70.0
306,Bradley Barcola,42,42,27,70.0,50.0,75.0,95.0,80.0,65.0,70.0,76.0,85.0,90.0
307,Bradley Locko,43,43,27,60.0,55.0,50.0,75.0,75.0,56.0,80.0,73.0,80.0,90.0
308,Brajan Gruda,44,44,18,66.0,50.0,90.0,80.0,75.0,90.0,77.0,70.0,80.0,80.0
309,Brandan Craig,45,45,26,92.0,83.0,60.0,77.0,55.0,50.0,70.0,50.0,65.0,60.0
310,Brian Brobbey,46,46,28,65.0,50.0,95.0,65.0,80.0,87.0,60.0,80.0,85.0,90.0
311,Brian Gutiérrez,47,47,26,70.0,60.0,70.0,75.0,70.0,65.0,65.0,70.0,80.0,90.0
312,Bukayo Saka,48,48,19,83.0,70.0,85.0,77.0,90.0,85.0,76.0,94.0,95.0,100.0
313,Cade Cowell,49,49,30,55.0,40.0,60.0,59.0,70.0,65.0,67.0,70.0,80.0,80.0
314,Can Uzun,50,50,29,80.0,76.0,90.0,70.0,70.0,86.0,65.0,65.0,80.0,70.0
315,Carlos Alcaraz ,51,51,21,56.0,30.0,85.0,65.0,70.0,70.0,71.0,70.0,77.0,80.0
316,Carlos Forbs,52,52,28,66.0,40.0,90.0,72.0,65.0,85.0,70.0,60.0,75.0,70.0
317,Castello Lukeba,53,53,18,87.0,88.0,70.0,75.0,80.0,65.0,75.0,80.0,85.0,90.0
318,Cavan Sullivan,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0
319,Chaka Traorè,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0
320,Charles de Ketelaere ,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0
321,Chido Obi,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0
322,Christos Tzolis,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0
323,Claudio Echeverri ,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0
324,Cole Palmer ,60,60,19,70.0,83.0,98.0,81.0,87.0,85.0,73.0,89.0,91.0,100.0
325,Conor Bradley ,61,61,19,83.0,50.0,80.0,75.0,75.0,83.0,81.0,73.0,85.0,90.0
326,Couhaib Driouech,62,62,28,68.0,50.0,75.0,77.0,65.0,75.0,74.0,65.0,71.0,70.0
327,Cristhian Mosquera,63,63,24,78.0,60.0,40.0,65.0,76.0,30.0,70.0,75.0,86.0,90.0
328,Crysencio Summerville,64,64,19,80.0,60.0,70.0,82.0,80.0,61.0,71.0,77.0,82.0,90.0
329,Daan Huijsen,65,65,21,87.0,80.0,90.0,82.0,66.0,88.0,72.0,60.0,77.0,70.0
330,Daniel Maldini,66,66,21,60.0,50.0,90.0,65.0,65.0,80.0,74.0,60.0,70.0,70.0
331,Abdul Issahaku Fatawu ,1,1,17,77.0,69.0,52.0,78.0,71.0,76.0,83.0,70.0,79.0,80.0
332,Adam Hložek ,2,2,18,72.0,53.0,70.0,82.0,72.0,70.0,71.0,78.0,80.0,90.0
333,Adam Wharton,3,3,19,77.0,87.0,65.0,76.0,71.0,85.0,77.0,71.0,82.0,90.0
334,Adrion Pajaziti,4,4,19,88.0,53.0,90.0,70.0,55.0,82.0,79.0,56.0,68.0,70.0
335,Agustín Ruberto ,5,5,20,62.0,56.0,85.0,55.0,62.0,39.0,40.0,57.0,60.0,50.0
336,Alan Matturro,6,6,21,83.0,88.0,60.0,67.0,60.0,70.0,70.0,55.0,71.0,70.0
337,Alan Minda,7,7,22,50.0,30.0,70.0,81.0,72.0,60.0,65.0,70.0,80.0,80.0
338,Alan Varela,8,8,23,81.0,61.0,45.0,75.0,80.0,56.0,70.0,80.0,85.0,90.0
339,Alberto Moleiro,9,9,24,70.0,30.0,50.0,70.0,71.0,60.0,65.0,71.0,80.0,90.0
340,Alejandro Garnacho,10,10,19,65.0,40.0,75.0,72.0,81.0,80.0,80.0,81.0,94.0,100.0
341,Alemão João Victor,11,11,23,84.0,68.0,90.0,65.0,65.0,55.0,75.0,57.0,70.0,70.0
342,Alex Baena,12,12,24,74.0,31.0,80.0,83.0,81.0,76.0,55.0,81.0,86.0,100.0
343,Álex Jiménez,13,13,21,71.0,47.0,65.0,76.0,55.0,60.0,71.0,50.0,70.0,60.0
344,Alex Scott ,14,14,19,82.0,45.0,60.0,70.0,73.0,66.0,68.0,70.0,80.0,90.0
345,Anatoliy Trubin ,15,15,23,99.0,100.0,95.0,71.0,80.0,66.0,70.0,80.0,88.0,90.0
346,Andreas Schjelderup,16,16,25,76.0,30.0,90.0,83.0,75.0,77.0,70.0,75.0,85.0,90.0
347,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
348,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
349,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
350,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
351,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
352,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
353,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
354,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
355,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
356,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
357,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
358,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
359,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
360,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
361,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
362,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
363,Ayyoub Bouadi,33,33,27,68.0,68.0,90.0,78.0,57.0,51.0,50.0,50.0,60.0,60.0
364,Arda Güler,34,34,24,60.0,53.0,95.0,95.0,70.0,94.0,73.0,60.0,75.0,70.0
365,Bart Verbruggen ,35,35,19,99.0,100.0,85.0,87.0,77.0,73.0,70.0,76.0,87.0,90.0
366,Bastien Meupiyou,36,36,27,90.0,77.0,95.0,75.0,60.0,85.0,80.0,50.0,70.0,70.0
367,Benjamin Sesko ,37,37,18,65.0,50.0,95.0,70.0,85.0,88.0,75.0,85.0,90.0,100.0
368,Benjamin Tahirovic,38,38,28,60.0,50.0,90.0,90.0,70.0,81.0,70.0,66.0,75.0,80.0
369,Bilal El Khannouss,39,39,22,80.0,40.0,65.0,85.0,75.0,65.0,70.0,75.0,80.0,90.0
370,Billy Gilmour ,40,40,19,80.0,60.0,65.0,87.0,76.0,70.0,75.0,75.0,81.0,90.0
371,Bobby Clark,41,41,19,80.0,65.0,99.0,76.0,60.0,90.0,70.0,50.0,70.0,70.0
372,Bradley Barcola,42,42,27,70.0,50.0,75.0,95.0,80.0,65.0,70.0,76.0,85.0,90.0
373,Bradley Locko,43,43,27,60.0,55.0,50.0,75.0,75.0,56.0,80.0,73.0,80.0,90.0
374,Brajan Gruda,44,44,18,66.0,50.0,90.0,80.0,75.0,90.0,77.0,70.0,80.0,80.0
375,Brandan Craig,45,45,26,92.0,83.0,60.0,77.0,55.0,50.0,70.0,50.0,65.0,60.0
376,Brian Brobbey,46,46,28,65.0,50.0,95.0,65.0,80.0,87.0,60.0,80.0,85.0,90.0
377,Brian Gutiérrez,47,47,26,70.0,60.0,70.0,75.0,70.0,65.0,65.0,70.0,80.0,90.0
378,Bukayo Saka,48,48,19,83.0,70.0,85.0,77.0,90.0,85.0,76.0,94.0,95.0,100.0
379,Cade Cowell,49,49,30,55.0,40.0,60.0,59.0,70.0,65.0,67.0,70.0,80.0,80.0
380,Can Uzun,50,50,29,80.0,76.0,90.0,70.0,70.0,86.0,65.0,65.0,80.0,70.0
381,Carlos Alcaraz ,51,51,21,56.0,30.0,85.0,65.0,70.0,70.0,71.0,70.0,77.0,80.0
382,Carlos Forbs,52,52,28,66.0,40.0,90.0,72.0,65.0,85.0,70.0,60.0,75.0,70.0
383,Castello Lukeba,53,53,18,87.0,88.0,70.0,75.0,80.0,65.0,75.0,80.0,85.0,90.0
384,Cavan Sullivan,54,54,26,50.0,50.0,70.0,70.0,80.0,70.0,70.0,50.0,50.0,50.0
385,Chaka Traorè,55,55,21,71.0,95.0,90.0,75.0,60.0,90.0,66.0,50.0,68.0,60.0
386,Charles de Ketelaere ,56,56,21,67.0,90.0,70.0,76.0,80.0,72.0,80.0,80.0,84.0,90.0
387,Chido Obi,57,57,31,75.0,81.0,95.0,80.0,50.0,95.0,60.0,40.0,60.0,50.0
388,Christos Tzolis,58,58,29,70.0,50.0,75.0,87.0,80.0,72.0,70.0,77.0,85.0,90.0
389,Claudio Echeverri ,59,59,32,68.0,50.0,99.0,80.0,70.0,91.0,77.0,65.0,78.0,70.0
390,Cole Palmer ,60,60,19,70.0,83.0,98.0,81.0,87.0,85.0,73.0,89.0,91.0,100.0
391,Conor Bradley ,61,61,19,83.0,50.0,80.0,75.0,75.0,83.0,81.0,73.0,85.0,90.0
392,Couhaib Driouech,62,62,28,68.0,50.0,75.0,77.0,65.0,75.0,74.0,65.0,71.0,70.0
393,Cristhian Mosquera,63,63,24,78.0,60.0,40.0,65.0,76.0,30.0,70.0,75.0,86.0,90.0
394,Crysencio Summerville,64,64,19,80.0,60.0,70.0,82.0,80.0,61.0,71.0,77.0,82.0,90.0
395,Daan Huijsen,65,65,21,87.0,80.0,90.0,82.0,66.0,88.0,72.0,60.0,77.0,70.0
396,Daniel Maldini,66,66,21,60.0,50.0,90.0,65.0,65.0,80.0,74.0,60.0,70.0,70.0
397,Abdul Issahaku Fatawu ,1,1,17,77.0,69.0,52.0,78.0,71.0,76.0,83.0,70.0,79.0,80.0
398,Adam Hložek ,2,2,18,72.0,53.0,70.0,82.0,72.0,70.0,71.0,78.0,80.0,90.0
399,Adam Wharton,3,3,19,77.0,87.0,65.0,76.0,71.0,85.0,77.0,71.0,82.0,90.0
400,Adrion Pajaziti,4,4,19,88.0,53.0,90.0,70.0,55.0,82.0,79.0,56.0,68.0,70.0
401,Agustín Ruberto ,5,5,20,62.0,56.0,85.0,55.0,62.0,39.0,40.0,57.0,60.0,50.0
402,Alan Matturro,6,6,21,83.0,88.0,60.0,67.0,60.0,70.0,70.0,55.0,71.0,70.0
403,Alan Minda,7,7,22,50.0,30.0,70.0,81.0,72.0,60.0,65.0,70.0,80.0,80.0
404,Alan Varela,8,8,23,81.0,61.0,45.0,75.0,80.0,56.0,70.0,80.0,85.0,90.0
405,Alberto Moleiro,9,9,24,70.0,30.0,50.0,70.0,71.0,60.0,65.0,71.0,80.0,90.0
406,Alejandro Garnacho,10,10,19,65.0,40.0,75.0,72.0,81.0,80.0,80.0,81.0,94.0,100.0
407,Alemão João Victor,11,11,23,84.0,68.0,90.0,65.0,65.0,55.0,75.0,57.0,70.0,70.0
408,Alex Baena,12,12,24,74.0,31.0,80.0,83.0,81.0,76.0,55.0,81.0,86.0,100.0
409,Álex Jiménez,13,13,21,71.0,47.0,65.0,76.0,55.0,60.0,71.0,50.0,70.0,60.0
410,Alex Scott ,14,14,19,82.0,45.0,60.0,70.0,73.0,66.0,68.0,70.0,80.0,90.0
411,Anatoliy Trubin ,15,15,23,99.0,100.0,95.0,71.0,80.0,66.0,70.0,80.0,88.0,90.0
412,Andreas Schjelderup,16,16,25,76.0,30.0,90.0,83.0,75.0,77.0,70.0,75.0,85.0,90.0
413,Andrés Gómez  ,17,17,26,72.0,30.0,75.0,65.0,70.0,70.0,67.0,70.0,78.0,80.0
414,Andrey Santos,18,18,27,90.0,72.0,90.0,57.0,70.0,76.0,74.0,66.0,80.0,80.0
415,Ângelo Gabriel,19,19,27,60.0,30.0,60.0,73.0,70.0,66.0,70.0,68.0,81.0,80.0
416,Anselmo Garcia McNulty,20,20,28,94.0,85.0,50.0,73.0,67.0,60.0,83.0,65.0,75.0,70.0
417,Anthony Elanga,21,21,19,67.0,64.0,80.0,71.0,77.0,76.0,83.0,76.0,82.0,90.0
418,Anthony Gordon,22,22,19,69.0,42.0,75.0,72.0,85.0,77.0,74.0,86.0,90.0,100.0
419,Antoni Milambo,23,23,28,76.0,43.0,85.0,70.0,60.0,76.0,70.0,55.0,70.0,70.0
420,Antonio Nusa,24,24,22,54.0,30.0,65.0,71.0,72.0,75.0,80.0,70.0,83.0,80.0
421,Aral Simsir,25,25,25,76.0,43.0,90.0,86.0,73.0,93.0,71.0,70.0,77.0,80.0
422,Archie Brown,26,26,22,88.0,80.0,80.0,73.0,75.0,80.0,75.0,72.0,81.0,90.0
423,Archie Gray,27,27,17,81.0,71.0,45.0,60.0,74.0,50.0,82.0,74.0,91.0,60.0
424,Armindo Sieb ,28,28,29,72.0,40.0,80.0,65.0,71.0,78.0,66.0,70.0,78.0,80.0
425,Arouna Sangante,29,29,27,91.0,92.0,70.0,74.0,72.0,60.0,70.0,70.0,77.0,90.0
426,Arthur Vermeeren,30,30,24,91.0,85.0,70.0,74.0,75.0,57.0,81.0,73.0,84.0,90.0
427,Ashley Phillips,31,31,17,82.0,66.0,55.0,71.0,65.0,35.0,73.0,60.0,78.0,60.0
428,Ayman Kari,32,32,27,82.0,45.0,70.0,70.0,65.0,70.0,85.0,57.0,74.0,70.0
